BSE_YM,VSL_SVCE_LANE_CD,BNK_OIL_TP_CD,BNK_PORT_CD,BNK_RTO
202506,PS8,LSFO,KRPUS,70
202506,PS8,LSFO,USLAX,30
202506,PS8,MGO,KRPUS,100
202507,AG1,LSFO,SGSIN,100
202507,AG1,MGO,SGSIN,100
202507,AG2,LSFO,SGSIN,100
202507,AG2,MGO,SGSIN,100
202507,AG3,LSFO,SGSIN,100
202507,AG3,MGO,SGSIN,100
202507,AL1,LSFO,NLRTM,100
202507,AL1,MGO,NLRTM,100
202507,AL2,LSFO,NLRTM,100
202507,AL2,MGO,NLRTM,100
202507,AL3,LSFO,BEANR,100
202507,AL3,MGO,BEANR,100
202507,AL4,LSFO,BEANR,100
202507,AL4,MGO,BEANR,100
202507,AL5,LSFO,NLRTM,70
202507,AL5,LSFO,USLAX,30
202507,AL5,MGO,NLRTM,80
202507,AL5,MGO,USLAX,20
202507,AL6,LSFO,ITGOA,50
202507,AL6,LSFO,USNYC,50
202507,AL6,MGO,USNYC,100
202507,AR1,LSFO,SGSIN,100
202507,AR1,MGO,SGSIN,100
202507,EC1,LSFO,KRPUS,70
202507,EC1,LSFO,USNYC,30
202507,EC1,MGO,KRPUS,100
202507,EC2,LSFO,KRPUS,60
202507,EC2,LSFO,USORF,40
202507,EC2,MGO,KRPUS,100
202507,EC3,LSFO,CNSHG,60
202507,EC3,LSFO,PABLB,40
202507,EC3,MGO,KRPUS,100
202507,EC4,LSFO,SGSIN,50
202507,EC4,LSFO,USNYC,50
202507,EC4,MGO,SGSIN,100
202507,EC5,LSFO,SGSIN,50
202507,EC5,LSFO,USNYC,50
202507,EC5,MGO,SGSIN,70
202507,EC5,MGO,USNYC,30
202507,EC6,LSFO,HKHKG,100
202507,EC6,MGO,KRPUS,100
202507,FE2,LSFO,NLRTM,70
202507,FE2,LSFO,SGSIN,30
202507,FE2,MGO,NLRTM,70
202507,FE2,MGO,SGSIN,30
202507,FE3,LSFO,NLRTM,70
202507,FE3,LSFO,SGSIN,30
202507,FE3,MGO,NLRTM,70
202507,FE3,MGO,SGSIN,30
202507,FE4,LSFO,KRPUS,30
202507,FE4,LSFO,NLRTM,70
202507,FE4,MGO,KRPUS,30
202507,FE4,MGO,NLRTM,70
202507,FE5,LSFO,NLRTM,70
202507,FE5,LSFO,SGSIN,30
202507,FE5,MGO,NLRTM,70
202507,FE5,MGO,SGSIN,30
202507,FP1,LSFO,NLRTM,60
202507,FP1,LSFO,SGSIN,40
202507,FP1,MGO,NLRTM,70
202507,FP1,MGO,SGSIN,30
202507,FP2,LSFO,NLRTM,60
202507,FP2,LSFO,SGSIN,40
202507,FP2,MGO,NLRTM,70
202507,FP2,MGO,SGSIN,30
202507,MD1,LSFO,ESALG,30
202507,MD1,LSFO,SGSIN,70
202507,MD1,MGO,SGSIN,100
202507,MD2,LSFO,ITGOA,30
202507,MD2,LSFO,SGSIN,70
202507,MD2,MGO,SGSIN,100
202507,MD3,LSFO,SGSIN,70
202507,MD3,LSFO,TRIST,30
202507,MD3,MGO,SGSIN,100
202507,MD4,LSFO,SGSIN,100
202507,MD4,MGO,SGSIN,100
202507,MD5,LSFO,SGSIN,100
202507,MD5,MGO,SGSIN,100
202507,MS2,LSFO,SGSIN,100
202507,MS2,MGO,SGSIN,100
202507,PN1,LSFO,CNNBO,50
202507,PN1,LSFO,USTIW,50
202507,PN1,MGO,CNNBO,100
202507,PN2,LSFO,SGSIN,60
202507,PN2,LSFO,USTIW,40
202507,PN2,MGO,SGSIN,100
202507,PN3,LSFO,HKHKG,60
202507,PN3,LSFO,USTIW,40
202507,PN3,MGO,KRPUS,100
202507,PN4,LSFO,KRPUS,60
202507,PN4,LSFO,USTIW,40
202507,PN4,MGO,KRPUS,100
202507,PS3,LSFO,SGSIN,70
202507,PS3,LSFO,USLAX,30
202507,PS3,MGO,SGSIN,100
202507,PS4,LSFO,CNYTN,70
202507,PS4,LSFO,USLAX,30
202507,PS4,MGO,USLAX,100
202507,PS5,LSFO,CNSHG,70
202507,PS5,LSFO,USLAX,30
202507,PS5,MGO,CNSHG,100
202507,PS6,LSFO,CNYSA,70
202507,PS6,LSFO,USLAX,30
202507,PS6,MGO,CNYSA,100
202507,PS7,LSFO,SGSIN,70
202507,PS7,LSFO,USLAX,30
202507,PS7,MGO,SGSIN,100
202507,PS8,LSFO,KRPUS,70
202507,PS8,LSFO,USLAX,30
202507,PS8,MGO,KRPUS,100
202508,AG1,LSFO,SGSIN,100
202508,AG1,MGO,SGSIN,100
202508,AG2,LSFO,SGSIN,100
202508,AG2,MGO,SGSIN,100
202508,AG3,LSFO,SGSIN,100
202508,AG3,MGO,SGSIN,100
202508,AL1,LSFO,NLRTM,100
202508,AL1,MGO,NLRTM,100
202508,AL2,LSFO,NLRTM,100
202508,AL2,MGO,NLRTM,100
202508,AL3,LSFO,BEANR,100
202508,AL3,MGO,BEANR,100
202508,AL4,LSFO,BEANR,100
202508,AL4,MGO,BEANR,100
202508,AL5,LSFO,NLRTM,70
202508,AL5,LSFO,USLAX,30
202508,AL5,MGO,NLRTM,80
202508,AL5,MGO,USLAX,20
202508,AL6,LSFO,ITGOA,50
202508,AL6,LSFO,USNYC,50
202508,AL6,MGO,USNYC,100
202508,AR1,LSFO,SGSIN,100
202508,AR1,MGO,SGSIN,100
202508,EC1,LSFO,KRPUS,70
202508,EC1,LSFO,USNYC,30
202508,EC1,MGO,KRPUS,100
202508,EC2,LSFO,KRPUS,60
202508,EC2,LSFO,USORF,40
202508,EC2,MGO,KRPUS,100
202508,EC3,LSFO,CNSHG,60
202508,EC3,LSFO,PABLB,40
202508,EC3,MGO,KRPUS,100
202508,EC4,LSFO,SGSIN,50
202508,EC4,LSFO,USNYC,50
202508,EC4,MGO,SGSIN,100
202508,EC5,LSFO,SGSIN,50
202508,EC5,LSFO,USNYC,50
202508,EC5,MGO,SGSIN,70
202508,EC5,MGO,USNYC,30
202508,EC6,LSFO,HKHKG,100
202508,EC6,MGO,KRPUS,100
202508,FE2,LSFO,NLRTM,70
202508,FE2,LSFO,SGSIN,30
202508,FE2,MGO,NLRTM,70
202508,FE2,MGO,SGSIN,30
202508,FE3,LSFO,NLRTM,70
202508,FE3,LSFO,SGSIN,30
202508,FE3,MGO,NLRTM,70
202508,FE3,MGO,SGSIN,30
202508,FE4,LSFO,KRPUS,30
202508,FE4,LSFO,NLRTM,70
202508,FE4,MGO,KRPUS,30
202508,FE4,MGO,NLRTM,70
202508,FE5,LSFO,NLRTM,70
202508,FE5,LSFO,SGSIN,30
202508,FE5,MGO,NLRTM,70
202508,FE5,MGO,SGSIN,30
202508,FP1,LSFO,NLRTM,60
202508,FP1,LSFO,SGSIN,40
202508,FP1,MGO,NLRTM,70
202508,FP1,MGO,SGSIN,30
202508,FP2,LSFO,NLRTM,60
202508,FP2,LSFO,SGSIN,40
202508,FP2,MGO,NLRTM,70
202508,FP2,MGO,SGSIN,30
202508,MD1,LSFO,ESALG,30
202508,MD1,LSFO,SGSIN,70
202508,MD1,MGO,SGSIN,100
202508,MD2,LSFO,ITGOA,30
202508,MD2,LSFO,SGSIN,70
202508,MD2,MGO,SGSIN,100
202508,MD3,LSFO,SGSIN,70
202508,MD3,LSFO,TRIST,30
202508,MD3,MGO,SGSIN,100
202508,MD4,LSFO,SGSIN,100
202508,MD4,MGO,SGSIN,100
202508,MD5,LSFO,SGSIN,100
202508,MD5,MGO,SGSIN,100
202508,MS2,LSFO,SGSIN,100
202508,MS2,MGO,SGSIN,100
202508,PN1,LSFO,CNNBO,50
202508,PN1,LSFO,USTIW,50
202508,PN1,MGO,CNNBO,100
202508,PN2,LSFO,SGSIN,60
202508,PN2,LSFO,USTIW,40
202508,PN2,MGO,SGSIN,100
202508,PN3,LSFO,HKHKG,60
202508,PN3,LSFO,USTIW,40
202508,PN3,MGO,KRPUS,100
202508,PN4,LSFO,KRPUS,60
202508,PN4,LSFO,USTIW,40
202508,PN4,MGO,KRPUS,100
202508,PS3,LSFO,SGSIN,70
202508,PS3,LSFO,USLAX,30
202508,PS3,MGO,SGSIN,100
202508,PS4,LSFO,CNYTN,70
202508,PS4,LSFO,USLAX,30
202508,PS4,MGO,USLAX,100
202508,PS5,LSFO,CNSHG,70
202508,PS5,LSFO,USLAX,30
202508,PS5,MGO,CNSHG,100
202508,PS6,LSFO,CNYSA,70
202508,PS6,LSFO,USLAX,30
202508,PS6,MGO,CNYSA,100
202508,PS7,LSFO,SGSIN,70
202508,PS7,LSFO,USLAX,30
202508,PS7,MGO,SGSIN,100
202508,PS8,LSFO,KRPUS,70
202508,PS8,LSFO,USLAX,30
202508,PS8,MGO,KRPUS,100
202509,AG1,LSFO,SGSIN,100
202509,AG1,MGO,SGSIN,100
202509,AG2,LSFO,SGSIN,100
202509,AG2,MGO,SGSIN,100
202509,AG3,LSFO,SGSIN,100
202509,AG3,MGO,SGSIN,100
202509,AL1,LSFO,NLRTM,100
202509,AL1,MGO,NLRTM,100
202509,AL2,LSFO,NLRTM,100
202509,AL2,MGO,NLRTM,100
202509,AL3,LSFO,BEANR,100
202509,AL3,MGO,BEANR,100
202509,AL4,LSFO,BEANR,100
202509,AL4,MGO,BEANR,100
202509,AL5,LSFO,NLRTM,70
202509,AL5,LSFO,USLAX,30
202509,AL5,MGO,NLRTM,80
202509,AL5,MGO,USLAX,20
202509,AL6,LSFO,ITGOA,50
202509,AL6,LSFO,USNYC,50
202509,AL6,MGO,USNYC,100
202509,AR1,LSFO,SGSIN,100
202509,AR1,MGO,SGSIN,100
202509,EC1,LSFO,KRPUS,70
202509,EC1,LSFO,USNYC,30
202509,EC1,MGO,KRPUS,100
202509,EC2,LSFO,KRPUS,60
202509,EC2,LSFO,USORF,40
202509,EC2,MGO,KRPUS,100
202509,EC3,LSFO,CNSHG,60
202509,EC3,LSFO,PABLB,40
202509,EC3,MGO,KRPUS,100
202509,EC4,LSFO,SGSIN,50
202509,EC4,LSFO,USNYC,50
202509,EC4,MGO,SGSIN,100
202509,EC5,LSFO,SGSIN,50
202509,EC5,LSFO,USNYC,50
202509,EC5,MGO,SGSIN,70
202509,EC5,MGO,USNYC,30
202509,EC6,LSFO,HKHKG,100
202509,EC6,MGO,KRPUS,100
202509,FE2,LSFO,NLRTM,70
202509,FE2,LSFO,SGSIN,30
202509,FE2,MGO,NLRTM,70
202509,FE2,MGO,SGSIN,30
202509,FE3,LSFO,NLRTM,70
202509,FE3,LSFO,SGSIN,30
202509,FE3,MGO,NLRTM,70
202509,FE3,MGO,SGSIN,30
202509,FE4,LSFO,KRPUS,30
202509,FE4,LSFO,NLRTM,70
202509,FE4,MGO,KRPUS,30
202509,FE4,MGO,NLRTM,70
202509,FE5,LSFO,NLRTM,70
202509,FE5,LSFO,SGSIN,30
202509,FE5,MGO,NLRTM,70
202509,FE5,MGO,SGSIN,30
202509,FP1,LSFO,NLRTM,60
202509,FP1,LSFO,SGSIN,40
202509,FP1,MGO,NLRTM,70
202509,FP1,MGO,SGSIN,30
202509,FP2,LSFO,NLRTM,60
202509,FP2,LSFO,SGSIN,40
202509,FP2,MGO,NLRTM,70
202509,FP2,MGO,SGSIN,30
202509,GS2,LSFO,SGSIN,70
202509,GS2,LSFO,USLAX,30
202509,GS2,MGO,SGSIN,100
202509,MD1,LSFO,ESALG,30
202509,MD1,LSFO,SGSIN,70
202509,MD1,MGO,SGSIN,100
202509,MD2,LSFO,ITGOA,30
202509,MD2,LSFO,SGSIN,70
202509,MD2,MGO,SGSIN,100
202509,MD3,LSFO,SGSIN,70
202509,MD3,LSFO,TRIST,30
202509,MD3,MGO,SGSIN,100
202509,MD4,LSFO,SGSIN,100
202509,MD4,MGO,SGSIN,100
202509,MD5,LSFO,SGSIN,100
202509,MD5,MGO,SGSIN,100
202509,MS2,LSFO,SGSIN,100
202509,MS2,MGO,SGSIN,100
202509,PN1,LSFO,CNNBO,50
202509,PN1,LSFO,USTIW,50
202509,PN1,MGO,CNNBO,100
202509,PN2,LSFO,SGSIN,60
202509,PN2,LSFO,USTIW,40
202509,PN2,MGO,SGSIN,100
202509,PN3,LSFO,HKHKG,60
202509,PN3,LSFO,USTIW,40
202509,PN3,MGO,KRPUS,100
202509,PN4,LSFO,KRPUS,60
202509,PN4,LSFO,USTIW,40
202509,PN4,MGO,KRPUS,100
202509,PS3,LSFO,SGSIN,70
202509,PS3,LSFO,USLAX,30
202509,PS3,MGO,SGSIN,100
202509,PS4,LSFO,CNYTN,70
202509,PS4,LSFO,USLAX,30
202509,PS4,MGO,USLAX,100
202509,PS5,LSFO,CNSHG,70
202509,PS5,LSFO,USLAX,30
202509,PS5,MGO,CNSHG,100
202509,PS6,LSFO,CNYSA,70
202509,PS6,LSFO,USLAX,30
202509,PS6,MGO,CNYSA,100
202509,PS7,LSFO,SGSIN,70
202509,PS7,LSFO,USLAX,30
202509,PS7,MGO,SGSIN,100
202509,PS8,LSFO,KRPUS,70
202509,PS8,LSFO,USLAX,30
202509,PS8,MGO,KRPUS,100
202510,AG1,LSFO,SGSIN,100
202510,AG1,MGO,SGSIN,100
202510,AG2,LSFO,SGSIN,100
202510,AG2,MGO,SGSIN,100
202510,AG3,LSFO,SGSIN,100
202510,AG3,MGO,SGSIN,100
202510,AL1,LSFO,NLRTM,100
202510,AL1,MGO,NLRTM,100
202510,AL2,LSFO,NLRTM,100
202510,AL2,MGO,NLRTM,100
202510,AL3,LSFO,BEANR,100
202510,AL3,MGO,BEANR,100
202510,AL4,LSFO,BEANR,100
202510,AL4,MGO,BEANR,100
202510,AL5,LSFO,NLRTM,70
202510,AL5,LSFO,USLAX,30
202510,AL5,MGO,NLRTM,80
202510,AL5,MGO,USLAX,20
202510,AL6,LSFO,ITGOA,50
202510,AL6,LSFO,USNYC,50
202510,AL6,MGO,USNYC,100
202510,AR1,LSFO,SGSIN,100
202510,AR1,MGO,SGSIN,100
202510,EC1,LSFO,KRPUS,70
202510,EC1,LSFO,USNYC,30
202510,EC1,MGO,KRPUS,100
202510,EC2,LSFO,KRPUS,60
202510,EC2,LSFO,USORF,40
202510,EC2,MGO,KRPUS,100
202510,EC3,LSFO,CNSHG,60
202510,EC3,LSFO,PABLB,40
202510,EC3,MGO,KRPUS,100
202510,EC4,LSFO,SGSIN,50
202510,EC4,LSFO,USNYC,50
202510,EC4,MGO,SGSIN,100
202510,EC5,LSFO,SGSIN,50
202510,EC5,LSFO,USNYC,50
202510,EC5,MGO,SGSIN,70
202510,EC5,MGO,USNYC,30
202510,EC6,LSFO,HKHKG,100
202510,EC6,MGO,KRPUS,100
202510,FE2,LSFO,NLRTM,70
202510,FE2,LSFO,SGSIN,30
202510,FE2,MGO,NLRTM,70
202510,FE2,MGO,SGSIN,30
202510,FE3,LSFO,NLRTM,70
202510,FE3,LSFO,SGSIN,30
202510,FE3,MGO,NLRTM,70
202510,FE3,MGO,SGSIN,30
202510,FE4,LSFO,KRPUS,30
202510,FE4,LSFO,NLRTM,70
202510,FE4,MGO,KRPUS,30
202510,FE4,MGO,NLRTM,70
202510,FE5,LSFO,NLRTM,70
202510,FE5,LSFO,SGSIN,30
202510,FE5,MGO,NLRTM,70
202510,FE5,MGO,SGSIN,30
202510,FP1,LSFO,NLRTM,60
202510,FP1,LSFO,SGSIN,40
202510,FP1,MGO,NLRTM,70
202510,FP1,MGO,SGSIN,30
202510,FP2,LSFO,NLRTM,60
202510,FP2,LSFO,SGSIN,40
202510,FP2,MGO,NLRTM,70
202510,FP2,MGO,SGSIN,30
202510,GS2,LSFO,SGSIN,70
202510,GS2,LSFO,USLAX,30
202510,GS2,MGO,SGSIN,100
202510,MD1,LSFO,ESALG,30
202510,MD1,LSFO,SGSIN,70
202510,MD1,MGO,SGSIN,100
202510,MD2,LSFO,ITGOA,30
202510,MD2,LSFO,SGSIN,70
202510,MD2,MGO,SGSIN,100
202510,MD3,LSFO,SGSIN,70
202510,MD3,LSFO,TRIST,30
202510,MD3,MGO,SGSIN,100
202510,MD4,LSFO,SGSIN,100
202510,MD4,MGO,SGSIN,100
202510,MD5,LSFO,SGSIN,100
202510,MD5,MGO,SGSIN,100
202510,MS2,LSFO,SGSIN,100
202510,MS2,MGO,SGSIN,100
202510,PN1,LSFO,CNNBO,50
202510,PN1,LSFO,USTIW,50
202510,PN1,MGO,CNNBO,100
202510,PN2,LSFO,SGSIN,60
202510,PN2,LSFO,USTIW,40
202510,PN2,MGO,SGSIN,100
202510,PN3,LSFO,HKHKG,60
202510,PN3,LSFO,USTIW,40
202510,PN3,MGO,KRPUS,100
202510,PN4,LSFO,KRPUS,60
202510,PN4,LSFO,USTIW,40
202510,PN4,MGO,KRPUS,100
202510,PS3,LSFO,SGSIN,70
202510,PS3,LSFO,USLAX,30
202510,PS3,MGO,SGSIN,100
202510,PS4,LSFO,CNYTN,70
202510,PS4,LSFO,USLAX,30
202510,PS4,MGO,USLAX,100
202510,PS5,LSFO,CNSHG,70
202510,PS5,LSFO,USLAX,30
202510,PS5,MGO,CNSHG,100
202510,PS6,LSFO,CNYSA,70
202510,PS6,LSFO,USLAX,30
202510,PS6,MGO,CNYSA,100
202510,PS7,LSFO,SGSIN,70
202510,PS7,LSFO,USLAX,30
202510,PS7,MGO,SGSIN,100
202510,PS8,LSFO,KRPUS,70
202510,PS8,LSFO,USLAX,30
202510,PS8,MGO,KRPUS,100
202511,AG1,LSFO,SGSIN,100
202511,AG1,MGO,SGSIN,100
202511,AG2,LSFO,SGSIN,100
202511,AG2,MGO,SGSIN,100
202511,AG3,LSFO,SGSIN,100
202511,AG3,MGO,SGSIN,100
202511,AL1,LSFO,NLRTM,100
202511,AL1,MGO,NLRTM,100
202511,AL2,LSFO,NLRTM,100
202511,AL2,MGO,NLRTM,100
202511,AL3,LSFO,BEANR,100
202511,AL3,MGO,BEANR,100
202511,AL4,LSFO,BEANR,100
202511,AL4,MGO,BEANR,100
202511,AL5,LSFO,NLRTM,70
202511,AL5,LSFO,USLAX,30
202511,AL5,MGO,NLRTM,80
202511,AL5,MGO,USLAX,20
202511,AL6,LSFO,ITGOA,50
202511,AL6,LSFO,USNYC,50
202511,AL6,MGO,USNYC,100
202511,AR1,LSFO,SGSIN,100
202511,AR1,MGO,SGSIN,100
202511,EC1,LSFO,KRPUS,70
202511,EC1,LSFO,USNYC,30
202511,EC1,MGO,KRPUS,100
202511,EC2,LSFO,KRPUS,60
202511,EC2,LSFO,USORF,40
202511,EC2,MGO,KRPUS,100
202511,EC3,LSFO,CNSHG,60
202511,EC3,LSFO,PABLB,40
202511,EC3,MGO,KRPUS,100
202511,EC4,LSFO,SGSIN,50
202511,EC4,LSFO,USNYC,50
202511,EC4,MGO,SGSIN,100
202511,EC5,LSFO,SGSIN,50
202511,EC5,LSFO,USNYC,50
202511,EC5,MGO,SGSIN,70
202511,EC5,MGO,USNYC,30
202511,EC6,LSFO,HKHKG,100
202511,EC6,MGO,KRPUS,100
202511,FE2,LSFO,NLRTM,70
202511,FE2,LSFO,SGSIN,30
202511,FE2,MGO,NLRTM,70
202511,FE2,MGO,SGSIN,30
202511,FE3,LSFO,NLRTM,70
202511,FE3,LSFO,SGSIN,30
202511,FE3,MGO,NLRTM,70
202511,FE3,MGO,SGSIN,30
202511,FE4,LSFO,KRPUS,30
202511,FE4,LSFO,NLRTM,70
202511,FE4,MGO,KRPUS,30
202511,FE4,MGO,NLRTM,70
202511,FE5,LSFO,NLRTM,70
202511,FE5,LSFO,SGSIN,30
202511,FE5,MGO,NLRTM,70
202511,FE5,MGO,SGSIN,30
202511,FP1,LSFO,NLRTM,60
202511,FP1,LSFO,SGSIN,40
202511,FP1,MGO,NLRTM,70
202511,FP1,MGO,SGSIN,30
202511,FP2,LSFO,NLRTM,60
202511,FP2,LSFO,SGSIN,40
202511,FP2,MGO,NLRTM,70
202511,FP2,MGO,SGSIN,30
202511,GS2,LSFO,SGSIN,70
202511,GS2,LSFO,USLAX,30
202511,GS2,MGO,SGSIN,100
202511,MD1,LSFO,ESALG,30
202511,MD1,LSFO,SGSIN,70
202511,MD1,MGO,SGSIN,100
202511,MD2,LSFO,ITGOA,30
202511,MD2,LSFO,SGSIN,70
202511,MD2,MGO,SGSIN,100
202511,MD3,LSFO,SGSIN,70
202511,MD3,LSFO,TRIST,30
202511,MD3,MGO,SGSIN,100
202511,MD4,LSFO,SGSIN,100
202511,MD4,MGO,SGSIN,100
202511,MD5,LSFO,SGSIN,100
202511,MD5,MGO,SGSIN,100
202511,MS2,LSFO,SGSIN,100
202511,MS2,MGO,SGSIN,100
202511,PN1,LSFO,CNNBO,50
202511,PN1,LSFO,USTIW,50
202511,PN1,MGO,CNNBO,100
202511,PN2,LSFO,SGSIN,60
202511,PN2,LSFO,USTIW,40
202511,PN2,MGO,SGSIN,100
202511,PN3,LSFO,HKHKG,60
202511,PN3,LSFO,USTIW,40
202511,PN3,MGO,KRPUS,100
202511,PN4,LSFO,KRPUS,60
202511,PN4,LSFO,USTIW,40
202511,PN4,MGO,KRPUS,100
202511,PS3,LSFO,SGSIN,70
202511,PS3,LSFO,USLAX,30
202511,PS3,MGO,SGSIN,100
202511,PS4,LSFO,CNYTN,70
202511,PS4,LSFO,USLAX,30
202511,PS4,MGO,USLAX,100
202511,PS5,LSFO,CNSHG,70
202511,PS5,LSFO,USLAX,30
202511,PS5,MGO,CNSHG,100
202511,PS6,LSFO,CNYSA,70
202511,PS6,LSFO,USLAX,30
202511,PS6,MGO,CNYSA,100
202511,PS7,LSFO,SGSIN,70
202511,PS7,LSFO,USLAX,30
202511,PS7,MGO,SGSIN,100
202511,PS8,LSFO,KRPUS,70
202511,PS8,LSFO,USLAX,30
202511,PS8,MGO,KRPUS,100
202512,AG1,LSFO,KRPUS,30
202512,AG1,LSFO,SGSIN,70
202512,AG1,MGO,KRPUS,100
202512,AG2,LSFO,SGSIN,100
202512,AG2,MGO,SGSIN,100
202512,AG3,LSFO,SGSIN,100
202512,AG3,MGO,SGSIN,100
202512,AL1,LSFO,NLRTM,100
202512,AL1,MGO,NLRTM,100
202512,AL2,LSFO,NLRTM,100
202512,AL2,MGO,NLRTM,100
202512,AL3,LSFO,BEANR,100
202512,AL3,MGO,BEANR,100
202512,AL4,LSFO,BEANR,100
202512,AL4,MGO,BEANR,100
202512,AL5,LSFO,NLRTM,70
202512,AL5,LSFO,USLAX,30
202512,AL5,MGO,NLRTM,80
202512,AL5,MGO,USLAX,20
202512,AL6,LSFO,ITGOA,50
202512,AL6,LSFO,USNYC,50
202512,AL6,MGO,USNYC,100
202512,AR1,LSFO,SGSIN,100
202512,AR1,MGO,SGSIN,100
202512,EC1,LSFO,KRPUS,60
202512,EC1,LSFO,USNYC,40
202512,EC1,MGO,KRPUS,100
202512,EC2,LSFO,CNSHG,40
202512,EC2,LSFO,KRPUS,60
202512,EC2,MGO,KRPUS,100
202512,EC3,LSFO,SGSIN,50
202512,EC3,LSFO,USNYC,50
202512,EC3,MGO,SGSIN,100
202512,EC4,LSFO,HKHKG,100
202512,EC4,MGO,HKHKG,100
202512,EC5,LSFO,SGSIN,50
202512,EC5,LSFO,USNYC,50
202512,EC5,MGO,SGSIN,70
202512,EC5,MGO,USNYC,30
202512,EC6,LSFO,HKHKG,100
202512,EC6,MGO,KRPUS,100
202512,FE2,LSFO,NLRTM,70
202512,FE2,LSFO,SGSIN,30
202512,FE2,MGO,NLRTM,70
202512,FE2,MGO,SGSIN,30
202512,FE3,LSFO,KRPUS,30
202512,FE3,LSFO,NLRTM,70
202512,FE3,MGO,NLRTM,70
202512,FE3,MGO,SGSIN,30
202512,FE4,LSFO,NLRTM,70
202512,FE4,LSFO,SGSIN,30
202512,FE4,MGO,KRPUS,30
202512,FE4,MGO,NLRTM,70
202512,FE5,LSFO,NLRTM,70
202512,FE5,LSFO,SGSIN,30
202512,FE5,MGO,NLRTM,70
202512,FE5,MGO,SGSIN,30
202512,FP1,LSFO,NLRTM,60
202512,FP1,LSFO,SGSIN,40
202512,FP1,MGO,NLRTM,70
202512,FP1,MGO,SGSIN,30
202512,FP2,LSFO,BEANR,50
202512,FP2,LSFO,SGSIN,50
202512,FP2,MGO,BEANR,50
202512,FP2,MGO,SGSIN,50
202512,GS2,LSFO,SGSIN,50
202512,GS2,LSFO,USLAX,50
202512,GS2,MGO,KRPUS,100
202512,MD1,LSFO,GRPIR,30
202512,MD1,LSFO,SGSIN,70
202512,MD1,MGO,SGSIN,100
202512,MD2,LSFO,ITGOA,30
202512,MD2,LSFO,SGSIN,70
202512,MD2,MGO,SGSIN,100
202512,MD3,LSFO,SGSIN,70
202512,MD3,LSFO,TRIST,30
202512,MD3,MGO,SGSIN,100
202512,MD4,LSFO,SGSIN,100
202512,MD4,MGO,SGSIN,100
202512,MD5,LSFO,SGSIN,100
202512,MD5,MGO,SGSIN,100
202512,MS2,LSFO,ITGOA,30
202512,MS2,LSFO,SGSIN,70
202512,MS2,MGO,SGSIN,100
202512,PN1,LSFO,CNNBO,50
202512,PN1,LSFO,USTIW,50
202512,PN1,MGO,CNNBO,100
202512,PN2,LSFO,SGSIN,60
202512,PN2,LSFO,USTIW,40
202512,PN2,MGO,SGSIN,100
202512,PN3,LSFO,KRPUS,60
202512,PN3,LSFO,USTIW,40
202512,PN3,MGO,KRPUS,100
202512,PN4,LSFO,KRPUS,60
202512,PN4,LSFO,USTIW,40
202512,PN4,MGO,KRPUS,100
202512,PS3,LSFO,SGSIN,70
202512,PS3,LSFO,USLAX,30
202512,PS3,MGO,SGSIN,100
202512,PS4,LSFO,CNYTN,70
202512,PS4,LSFO,USLAX,30
202512,PS4,MGO,USLAX,100
202512,PS5,LSFO,CNNBO,70
202512,PS5,LSFO,USLAX,30
202512,PS5,MGO,CNNBO,100
202512,PS6,LSFO,KRPUS,70
202512,PS6,LSFO,USLAX,30
202512,PS6,MGO,KRPUS,100
202512,PS7,LSFO,SGSIN,70
202512,PS7,LSFO,USLAX,30
202512,PS7,MGO,SGSIN,100
202512,PS8,LSFO,KRPUS,70
202512,PS8,LSFO,USLAX,30
202512,PS8,MGO,KRPUS,100
